型号,口径,价格,物料代码,分类,必要说明,库存状态,参考编号,英文描述,材质,规格,数量,TIS项目,来源文件,文档名,表格标题,表格序号
MST21H BSP / NTS Polished,"3/4""","4,019",1125210,热静力疏水阀,"备注： 同时可提供 NPT 螺纹连接。, (Also available with NPT connection)",Y,,,,,,,热静力疏水阀/MST21.md,MST21,MST21 - 螺纹连接 BSP (MST21 - screwed BSP),1
MST21H BSP / STD Polished,"1""","5,003",1125220,热静力疏水阀,"备注： 同时可提供 NPT 螺纹连接。, (Also available with NPT connection)",Y,,,,,,,热静力疏水阀/MST21.md,MST21,MST21 - 螺纹连接 BSP (MST21 - screwed BSP),1
MST21H BSP / NTS Polished,"1""","5,003",1125240,热静力疏水阀,"备注： 同时可提供 NPT 螺纹连接。, (Also available with NPT connection)",Y,,,,,,,热静力疏水阀/MST21.md,MST21,MST21 - 螺纹连接 BSP (MST21 - screwed BSP),1
SMC32,"1/2""","3,863",0762800,热静力疏水阀,"备注： 同时可提供 NPT 螺纹、承插焊 (socket weld)、对焊 (butt weld) 以及法兰连接版本。, (Also available with NPT, socket weld, butt weld and flanged versions)",N,,,,,,,热静力疏水阀/SMC32 和 MSB.md,SMC32 和 MSB,SMC32 - 螺纹连接 BSP (SMC32 - screwed BSP),1
SMC32,"3/4""","4,015",0762900,热静力疏水阀,"备注： 同时可提供 NPT 螺纹、承插焊 (socket weld)、对焊 (butt weld) 以及法兰连接版本。, (Also available with NPT, socket weld, butt weld and flanged versions)",N,,,,,,,热静力疏水阀/SMC32 和 MSB.md,SMC32 和 MSB,SMC32 - 螺纹连接 BSP (SMC32 - screwed BSP),1
SMC32,"1""","4,233",0763000,热静力疏水阀,"备注： 同时可提供 NPT 螺纹、承插焊 (socket weld)、对焊 (butt weld) 以及法兰连接版本。, (Also available with NPT, socket weld, butt weld and flanged versions)",N,,,,,,,热静力疏水阀/SMC32 和 MSB.md,SMC32 和 MSB,SMC32 - 螺纹连接 BSP (SMC32 - screwed BSP),1
SMC32Y,"1/2""","4,410",0762860,热静力疏水阀,"备注： 同时可提供 NPT 螺纹、承插焊 (socket weld)、对焊 (butt weld) 以及法兰连接版本。, (Also available with NPT, socket weld, butt weld and flanged versions)",N,,,,,,,热静力疏水阀/SMC32 和 MSB.md,SMC32 和 MSB,SMC32 - 螺纹连接 BSP (SMC32 - screwed BSP),1
SMC32Y,"3/4""","4,669",0762960,热静力疏水阀,"备注： 同时可提供 NPT 螺纹、承插焊 (socket weld)、对焊 (butt weld) 以及法兰连接版本。, (Also available with NPT, socket weld, butt weld and flanged versions)",N,,,,,,,热静力疏水阀/SMC32 和 MSB.md,SMC32 和 MSB,SMC32 - 螺纹连接 BSP (SMC32 - screwed BSP),1
SMC32Y,"1""","4,968",0763060,热静力疏水阀,"备注： 同时可提供 NPT 螺纹、承插焊 (socket weld)、对焊 (butt weld) 以及法兰连接版本。, (Also available with NPT, socket weld, butt weld and flanged versions)",N,,,,,,,热静力疏水阀/SMC32 和 MSB.md,SMC32 和 MSB,SMC32 - 螺纹连接 BSP (SMC32 - screwed BSP),1
MSB-1 (包含 MSBS+MSBA+MSBN),,"15,850",748K000001,热静力疏水阀,,N,,,,,,,热静力疏水阀/SMC32 和 MSB.md,SMC32 和 MSB,MSB 价格表,2
MSB-1.2 (包含 MSBS+MSBA+MSBN),,"15,850",748K000002,热静力疏水阀,,N,,,,,,,热静力疏水阀/SMC32 和 MSB.md,SMC32 和 MSB,MSB 价格表,2
Gasket set (Pkt of 3) for BPT13/AV13,,812,1225680,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,備件 MST21/BPT13/AV13,1
Internal set for MST21/MST21H (E - FILL capsule),,273,1220183,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,備件 MST21/BPT13/AV13,1
Internal set for MST21/MST21H (F - FILL capsule),,467,1250580,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,備件 MST21/BPT13/AV13,1
Internal set for MST21/MST21H (G - FILL capsule),,467,1250080,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,備件 MST21/BPT13/AV13,1
Internal set for MST21/MST21H (G - FILL capsule) (重置項),,467,1251680,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,備件 MST21/BPT13/AV13,1
Capsule and seat set (STD) for BPC32/BPC32Y/BPS32/BPS32Y,,1158,0051080,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,"備件 - BPC32, BPC32Y, BPS32, BPS32Y (Spare Parts)",2
Capsule and seat set (NTS) for BPC32/BPC32Y/BPS32/BPS32Y,,1158,0053480,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,"備件 - BPC32, BPC32Y, BPS32, BPS32Y (Spare Parts)",2
Capsule and seat set (SUB) for BPC32/BPC32Y/BPS32/BPS32Y,,1158,0055880,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,"備件 - BPC32, BPC32Y, BPS32, BPS32Y (Spare Parts)",2
Capsule and seat set (STD) for BPC32CV/BPC32YCV/BPS32CV/BPS32YCV,,1228,0051280,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,"備件 - BPC32, BPC32Y, BPS32, BPS32Y (Spare Parts)",2
Capsule and seat set (NTS) for BPC32CV/BPC32YCV/BPS32CV/BPS32YCV,,1228,0053680,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,"備件 - BPC32, BPC32Y, BPS32, BPS32Y (Spare Parts)",2
Capsule and seat set (SUB) for BPC32CV/BPC32YCV/BPS32CV/BPS32YCV,,1228,0056080,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,"備件 - BPC32, BPC32Y, BPS32, BPS32Y (Spare Parts)",2
"Screen set for BPC32, BPC32CV, BPS32, AVC32, AVS32, SMC32",,198,0051081,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,"備件 - BPC32, BPC32Y, BPS32, BPS32Y (Spare Parts)",2
"Screen set (Pkt of 1) Y type for BPC32Y, BPC32YCV, BPS32Y, BPS32YCV, SMC32Y",,198,0051083,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,"備件 - BPC32, BPC32Y, BPS32, BPS32Y (Spare Parts)",2
"Cover gasket set (Pkt of 3) BPC32/Y, BPS32/Y, AVC32, AVS32, SMC32/Y",,198,0051082,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,"備件 - BPC32, BPC32Y, BPS32, BPS32Y (Spare Parts)",2
"Strainer cap gasket set (Pkt of 3) for BPC32Y/CV, BPS32YCV, SMC32Y",,214,0051085,热静力疏水阀,,,,,,,,,热静力疏水阀/备件.md,备件,"備件 - BPC32, BPC32Y, BPS32, BPS32Y (Spare Parts)",2
M10S2 RB,"1/4""",950,3397600,球阀,,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10S2 RB - 螺纹连接 BSP (M10S2 RB - BSP screwed),1
M10S2 RB,"3/8""","1,007",3397613,球阀,,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10S2 RB - 螺纹连接 BSP (M10S2 RB - BSP screwed),1
M10S2 RB,"1/2""","1,204",3397615,球阀,,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10S2 RB - 螺纹连接 BSP (M10S2 RB - BSP screwed),1
M10S2 RB,"3/4""","1,443",3397620,球阀,,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10S2 RB - 螺纹连接 BSP (M10S2 RB - BSP screwed),1
M10S2 RB,"1""","1,884",3397625,球阀,,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10S2 RB - 螺纹连接 BSP (M10S2 RB - BSP screwed),1
M10S2 RB,"1 1/4""","2,372",3397630,球阀,,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10S2 RB - 螺纹连接 BSP (M10S2 RB - BSP screwed),1
M10S2 RB,"1 1/2""","3,144",3397635,球阀,,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10S2 RB - 螺纹连接 BSP (M10S2 RB - BSP screwed),1
M10S2 RB,DN15,"2,275",3398560,球阀,注：亦可提供全流道（满径）以及带有 NPT、SW、BW、ANSI150/300 连接的产品。,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10S2 RB - PN40 法兰连接 (M10S2 RB - PN40 flanged),2
M10S2 RB,DN20,"2,485",3398565,球阀,注：亦可提供全流道（满径）以及带有 NPT、SW、BW、ANSI150/300 连接的产品。,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10S2 RB - PN40 法兰连接 (M10S2 RB - PN40 flanged),2
M10S2 RB,DN25,"3,199",3398700,球阀,注：亦可提供全流道（满径）以及带有 NPT、SW、BW、ANSI150/300 连接的产品。,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10S2 RB - PN40 法兰连接 (M10S2 RB - PN40 flanged),2
M10S2 RB,DN32,"4,339",3398705,球阀,注：亦可提供全流道（满径）以及带有 NPT、SW、BW、ANSI150/300 连接的产品。,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10S2 RB - PN40 法兰连接 (M10S2 RB - PN40 flanged),2
M10S2 RB,DN40,"4,916",3398710,球阀,注：亦可提供全流道（满径）以及带有 NPT、SW、BW、ANSI150/300 连接的产品。,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10S2 RB - PN40 法兰连接 (M10S2 RB - PN40 flanged),2
M10S2 RB,DN50,"6,123",3398715,球阀,注：亦可提供全流道（满径）以及带有 NPT、SW、BW、ANSI150/300 连接的产品。,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10S2 RB - PN40 法兰连接 (M10S2 RB - PN40 flanged),2
"适用于 M10S RB & 3/8"" RB 的阀座和阀杆密封件","1/4""",244,6903002,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10S (Spare Parts - M10S),3
"适用于 M10S RB & 3/8"" FB 的阀座和阀杆密封件","1/2""",244,6903012,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10S (Spare Parts - M10S),3
"适用于 M10S RB & 1/2"" FB 的阀座和阀杆密封件","3/4""",244,6903022,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10S (Spare Parts - M10S),3
"适用于 M10S RB & 3/4"" FB 的阀座和阀杆密封件","1""",540,6903032,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10S (Spare Parts - M10S),3
"适用于 M10S RB & 1"" FB 的阀座和阀杆密封件","1 1/4""",540,6903042,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10S (Spare Parts - M10S),3
"适用于 M10S RB & 1 1/4"" FB 的阀座和阀杆密封件","1 1/2""",879,6903052,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10S (Spare Parts - M10S),3
适用于 M10S RB & 1 1/ FB 的阀座和阀杆密封件,"2""",920,6903062,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10S (Spare Parts - M10S),3
"适用于 M10S RB & 2"" FB 的阀座和阀杆密封件","2 1/2""","1,500",6903064,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10S (Spare Parts - M10S),3
M10Si2 RB,"1/2""","1,457",3460611,球阀,,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10Si 2 RB 自动化 - 螺纹连接 BSP (M10Si 2 RB automation - BSP screwed),4
M10Si2 RB,"3/4""","1,585",3460616,球阀,,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10Si 2 RB 自动化 - 螺纹连接 BSP (M10Si 2 RB automation - BSP screwed),4
M10Si2 RB,"1""","1,909",3460621,球阀,,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10Si 2 RB 自动化 - 螺纹连接 BSP (M10Si 2 RB automation - BSP screwed),4
M10Si2 RB,"1 1/4""","2,797",3460626,球阀,,N,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10Si 2 RB 自动化 - 螺纹连接 BSP (M10Si 2 RB automation - BSP screwed),4
M10Si2 RB,"1 1/2""","3,333",3460631,球阀,,N,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10Si 2 RB 自动化 - 螺纹连接 BSP (M10Si 2 RB automation - BSP screwed),4
M10Si2 RB,"2""","4,405",3460636,球阀,,N,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10Si 2 RB 自动化 - 螺纹连接 BSP (M10Si 2 RB automation - BSP screwed),4
M10Si2 RB,DN15,"2,854",3462701,球阀,注：亦可提供带有 NPT、SW、BW、ANSI150/300 连接以及全流道的产品。,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10Si 2 RB 自动化 - PN25 法兰连接 (M10Si 2 RB automation - PN25 flanged),5
M10Si2 RB,DN20,"3,148",3462706,球阀,注：亦可提供带有 NPT、SW、BW、ANSI150/300 连接以及全流道的产品。,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10Si 2 RB 自动化 - PN25 法兰连接 (M10Si 2 RB automation - PN25 flanged),5
M10Si2 RB,DN25,"3,771",3462711,球阀,注：亦可提供带有 NPT、SW、BW、ANSI150/300 连接以及全流道的产品。,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10Si 2 RB 自动化 - PN25 法兰连接 (M10Si 2 RB automation - PN25 flanged),5
M10Si2 RB,DN32,"5,405",3462716,球阀,注：亦可提供带有 NPT、SW、BW、ANSI150/300 连接以及全流道的产品。,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10Si 2 RB 自动化 - PN25 法兰连接 (M10Si 2 RB automation - PN25 flanged),5
M10Si2 RB,DN40,"6,083",3462721,球阀,注：亦可提供带有 NPT、SW、BW、ANSI150/300 连接以及全流道的产品。,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10Si 2 RB 自动化 - PN25 法兰连接 (M10Si 2 RB automation - PN25 flanged),5
M10Si2 RB,DN50,"7,620",3462726,球阀,注：亦可提供带有 NPT、SW、BW、ANSI150/300 连接以及全流道的产品。,Y,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,M10Si 2 RB 自动化 - PN25 法兰连接 (M10Si 2 RB automation - PN25 flanged),5
"适用于 M10Si to 3/8"" RB & FB and 1/2"" RB 的阀座和阀杆密封件","1/4""",370,6906101,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10Si (Spare Parts - M10Si),6
"适用于 M10Si RB & 1/2"" FB 的阀座和阀杆密封件","3/4""",370,6906106,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10Si (Spare Parts - M10Si),6
"适用于 M10Si RB & 3/4"" FB 的阀座和阀杆密封件","1""",609,6906111,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10Si (Spare Parts - M10Si),6
"适用于 M10Si RB & 1"" FB 的阀座和阀杆密封件","1 1/4""",781,6906116,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10Si (Spare Parts - M10Si),6
"适用于 M10Si RB & 1 1/4"" FB 的阀座和阀杆密封件","1 1/2""",920,6906121,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10Si (Spare Parts - M10Si),6
适用于 M10Si RB & 1 1/ FB 的阀座和阀杆密封件,"2""","1,007",6906126,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10Si (Spare Parts - M10Si),6
"适用于 M10Si RB & 2"" FB 的阀座和阀杆密封件","2 1/2""","2,453",6906131,球阀,,,,,,,,,球阀/M10S2 RB 与 M10Si2 RB.md,M10S2 RB 与 M10Si2 RB,备件 - M10Si (Spare Parts - M10Si),6
M10S2 RB,"1/4""",950,3397600,球阀,,Y,,,,,,,球阀/M10S2RB.md,M10S2RB,產品價格與編碼清單,1
M10S2 RB,"1/2""","1,007",3397610,球阀,,Y,,,,,,,球阀/M10S2RB.md,M10S2RB,產品價格與編碼清單,1
M10S2 RB,"3/4""","1,204",3397615,球阀,,Y,,,,,,,球阀/M10S2RB.md,M10S2RB,產品價格與編碼清單,1
M10S2 RB,"1""","1,443",3397620,球阀,,Y,,,,,,,球阀/M10S2RB.md,M10S2RB,產品價格與編碼清單,1
M10S2 RB,"1 1/4""","1,964",3397625,球阀,,Y,,,,,,,球阀/M10S2RB.md,M10S2RB,產品價格與編碼清單,1
M10S2 RB,"1 1/2""","2,372",3397630,球阀,,Y,,,,,,,球阀/M10S2RB.md,M10S2RB,產品價格與編碼清單,1
M10S2 RB,"2""","3,144",3397635,球阀,,Y,,,,,,,球阀/M10S2RB.md,M10S2RB,產品價格與編碼清單,1
M10S2 RB,DN15,"2,275",3398560,球阀,備註： 亦可提供全通徑（full bore）以及 NPT、SW、BW、ANSI150/300 連接方式。,Y,,,,,,,球阀/M10S2RB.md,M10S2RB,M10S2 RB - PN40 法蘭連接 (flanged),2
M10S2 RB,DN20,"2,485",3398565,球阀,備註： 亦可提供全通徑（full bore）以及 NPT、SW、BW、ANSI150/300 連接方式。,Y,,,,,,,球阀/M10S2RB.md,M10S2RB,M10S2 RB - PN40 法蘭連接 (flanged),2
M10S2 RB,DN25,"3,166",3398700,球阀,備註： 亦可提供全通徑（full bore）以及 NPT、SW、BW、ANSI150/300 連接方式。,Y,,,,,,,球阀/M10S2RB.md,M10S2RB,M10S2 RB - PN40 法蘭連接 (flanged),2
M10S2 RB,DN32,"4,339",3398705,球阀,備註： 亦可提供全通徑（full bore）以及 NPT、SW、BW、ANSI150/300 連接方式。,Y,,,,,,,球阀/M10S2RB.md,M10S2RB,M10S2 RB - PN40 法蘭連接 (flanged),2
M10S2 RB,DN40,"4,916",3398710,球阀,備註： 亦可提供全通徑（full bore）以及 NPT、SW、BW、ANSI150/300 連接方式。,Y,,,,,,,球阀/M10S2RB.md,M10S2RB,M10S2 RB - PN40 法蘭連接 (flanged),2
M10S2 RB,DN50,"6,123",3398715,球阀,備註： 亦可提供全通徑（full bore）以及 NPT、SW、BW、ANSI150/300 連接方式。,Y,,,,,,,球阀/M10S2RB.md,M10S2RB,M10S2 RB - PN40 法蘭連接 (flanged),2
M10Si2 RB,"1/2""","1,457",3460611,球阀,,Y,,,,,,,球阀/M10Si2.md,M10Si2,M10Si 2 RB automation - BSP 螺纹连接 (screwed),1
M10Si2 RB,"3/4""","1,585",3460616,球阀,,Y,,,,,,,球阀/M10Si2.md,M10Si2,M10Si 2 RB automation - BSP 螺纹连接 (screwed),1
M10Si2 RB,"1""","1,909",3460621,球阀,,Y,,,,,,,球阀/M10Si2.md,M10Si2,M10Si 2 RB automation - BSP 螺纹连接 (screwed),1
M10Si2 RB,"1 1/4""","2,797",3460626,球阀,,N,,,,,,,球阀/M10Si2.md,M10Si2,M10Si 2 RB automation - BSP 螺纹连接 (screwed),1
M10Si2 RB,"1 1/2""","3,333",3460631,球阀,,N,,,,,,,球阀/M10Si2.md,M10Si2,M10Si 2 RB automation - BSP 螺纹连接 (screwed),1
M10Si2 RB,"2""","4,405",3460636,球阀,,N,,,,,,,球阀/M10Si2.md,M10Si2,M10Si 2 RB automation - BSP 螺纹连接 (screwed),1
M10Si2 RB,DN15,"2,854",3462701,球阀,备注： 亦可提供 NPT、SW、BW、ANSI150/300 连接方式以及全通径（full bore）。,Y,,,,,,,球阀/M10Si2.md,M10Si2,M10Si 2 RB automation - PN25 法兰连接 (flanged),2
M10Si2 RB,DN20,"3,148",3462706,球阀,备注： 亦可提供 NPT、SW、BW、ANSI150/300 连接方式以及全通径（full bore）。,Y,,,,,,,球阀/M10Si2.md,M10Si2,M10Si 2 RB automation - PN25 法兰连接 (flanged),2
M10Si2 RB,DN25,"3,771",3462711,球阀,备注： 亦可提供 NPT、SW、BW、ANSI150/300 连接方式以及全通径（full bore）。,Y,,,,,,,球阀/M10Si2.md,M10Si2,M10Si 2 RB automation - PN25 法兰连接 (flanged),2
M10Si2 RB,DN32,"5,406",3462716,球阀,备注： 亦可提供 NPT、SW、BW、ANSI150/300 连接方式以及全通径（full bore）。,Y,,,,,,,球阀/M10Si2.md,M10Si2,M10Si 2 RB automation - PN25 法兰连接 (flanged),2
M10Si2 RB,DN40,"6,083",3462721,球阀,备注： 亦可提供 NPT、SW、BW、ANSI150/300 连接方式以及全通径（full bore）。,Y,,,,,,,球阀/M10Si2.md,M10Si2,M10Si 2 RB automation - PN25 法兰连接 (flanged),2
M10Si2 RB,DN50,"7,620",3462722,球阀,备注： 亦可提供 NPT、SW、BW、ANSI150/300 连接方式以及全通径（full bore）。,Y,,,,,,,球阀/M10Si2.md,M10Si2,M10Si 2 RB automation - PN25 法兰连接 (flanged),2
M10Si2AUTO ISO BSP + BVA310S/8 + BVL300X + MV11,"1/4""RB","9,244",3406001+6232906+16747000+13714700,球阀,,,,,,,,,球阀/M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件.md,M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件,(M10Si2AUTO ISO and M21Si2AUTO ISO ball valve assemblies (Air supply 6 bar g & Single acting)),1
M10Si2AUTO ISO BSP + BVA310S/8 + BVL300X + MV11,"3/8""RB","9,244",3406006+6232906+16747000+13714700,球阀,,,,,,,,,球阀/M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件.md,M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件,(M10Si2AUTO ISO and M21Si2AUTO ISO ball valve assemblies (Air supply 6 bar g & Single acting)),1
M10Si2AUTO ISO BSP + BVA310S/8 + BVL300X + MV11,"1/2""RB","9,287",3406011+6232906+16747000+13714700,球阀,,,,,,,,,球阀/M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件.md,M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件,(M10Si2AUTO ISO and M21Si2AUTO ISO ball valve assemblies (Air supply 6 bar g & Single acting)),1
M10Si2AUTO ISO BSP + BVA310S/8 + BVL300X + MV11,"3/4""RB","9,415",3406016+6232906+16747000+13714700,球阀,,,,,,,,,球阀/M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件.md,M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件,(M10Si2AUTO ISO and M21Si2AUTO ISO ball valve assemblies (Air supply 6 bar g & Single acting)),1
M10Si2AUTO ISO BSP + BVA315S/14 + BVL302X + MV11,"1""RB","10,413",3406021+6232911+16747010+13714700,球阀,,,,,,,,,球阀/M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件.md,M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件,(M10Si2AUTO ISO and M21Si2AUTO ISO ball valve assemblies (Air supply 6 bar g & Single acting)),1
M10Si2AUTO ISO BSP + BVA320S/14 + BVL311X + MV11,"1 1/4""RB","12,523",3406026+6232917+16747055+13714700,球阀,,,,,,,,,球阀/M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件.md,M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件,(M10Si2AUTO ISO and M21Si2AUTO ISO ball valve assemblies (Air supply 6 bar g & Single acting)),1
M10Si2AUTO ISO BSP + BVA330S/14 + BVL305X + MV11,"1 1/2""RB","15,730",3406031+6232927+16747025+13714700,球阀,,,,,,,,,球阀/M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件.md,M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件,(M10Si2AUTO ISO and M21Si2AUTO ISO ball valve assemblies (Air supply 6 bar g & Single acting)),1
M10Si2AUTO ISO BSP + BVA330S/14 + BVL306X + MV11,"2""RB","16,966",3406036+6232927+16747030+13714700,球阀,,,,,,,,,球阀/M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件.md,M10Si2AUTO ISO 和 M21Si2AUTO ISO 球阀组装件,(M10Si2AUTO ISO and M21Si2AUTO ISO ball valve assemblies (Air supply 6 bar g & Single acting)),1
